Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCA_049744075.1_ASM4974407v1_genomic,GCA_049744095.1_ASM4974409v1_genomic,GCA_049744115.1_ASM4974411v1_genomic,GCA_049744195.1_ASM4974419v1_genomic,GCA_049744215.1_ASM4974421v1_genomic,GCA_049744235.1_ASM4974423v1_genomic,GCA_049744295.1_ASM4974429v1_genomic,GCA_049744305.1_ASM4974430v1_genomic,GCA_049744355.1_ASM4974435v1_genomic,GCA_049744415.1_ASM4974441v1_genomic,GCA_049744425.1_ASM4974442v1_genomic,GCA_049744475.1_ASM4974447v1_genomic,GCA_049744535.1_ASM4974453v1_genomic,GCA_049744555.1_ASM4974455v1_genomic,GCA_049744575.1_ASM4974457v1_genomic,GCA_049744655.1_ASM4974465v1_genomic,GCA_049744675.1_ASM4974467v1_genomic,GCA_049744695.1_ASM4974469v1_genomic,GCA_049744775.1_ASM4974477v1_genomic,GCA_049744795.1_ASM4974479v1_genomic,GCA_049744815.1_ASM4974481v1_genomic,GCA_049744875.1_ASM4974487v1_genomic,GCA_049744915.1_ASM4974491v1_genomic,GCA_049744935.1_ASM4974493v1_genomic,GCA_049744995.1_ASM4974499v1_genomic,GCA_049745015.1_ASM4974501v1_genomic,GCA_049745055.1_ASM4974505v1_genomic,GCA_049745115.1_ASM4974511v1_genomic,GCA_049745135.1_ASM4974513v1_genomic,GCA_049745155.1_ASM4974515v1_genomic,GCA_049745215.1_ASM4974521v1_genomic,GCA_049745255.1_ASM4974525v1_genomic,GCA_049745275.1_ASM4974527v1_genomic,GCA_049745315.1_ASM4974531v1_genomic,GCA_049745375.1_ASM4974537v1_genomic,GCA_049745395.1_ASM4974539v1_genomic
glyS,glyS,Glycine--tRNA ligase beta subunit,36,36,1.0,1,130,,,,2070,2070,2070.0,PELDJG_14220,IDBKBP_14530,LPINFE_14070,ECBHDB_12575,DADOMI_13115,ELDHGE_14510,MDPJHN_15985,HFNKEK_15495,AIPMEA_14105,AKMJEK_14290,PAKNIB_14330,NPKKGL_14520,NCNPLN_16920,HICFFN_08385,PDGMNN_14525,LNCDGL_14300,MOCNOJ_15335,MBAGMH_17470,FCFEDA_14800,KIAGOF_14530,LGENEP_14715,BOACPM_12335,GEHLKP_15005,HGDNEH_16165,KDBOED_15630,CCFJDI_14850,OJCCDD_14080,MLAAMA_17695,OHBKOH_14270,CMGKAF_16980,BMJMLA_14225,OMOEPE_20600,CODKGK_13860,CMJGGH_15315,JAPNBN_15010,GMMDCK_15635
group_18,flhA,flagellar biosynthesis protein FlhA,36,36,1.0,1,129,,,,2079,2079,2079.0,PELDJG_20195,IDBKBP_20265,LPINFE_21740,ECBHDB_21255,DADOMI_11225,ELDHGE_21565,MDPJHN_12185,HFNKEK_13605,AIPMEA_21000,AKMJEK_21350,PAKNIB_21385,NPKKGL_21570,NCNPLN_14070,HICFFN_21340,PDGMNN_21615,LNCDGL_21390,MOCNOJ_21800,MBAGMH_21770,FCFEDA_08415,KIAGOF_21595,LGENEP_12800,BOACPM_13495,GEHLKP_13110,HGDNEH_13270,KDBOED_13735,CCFJDI_12955,OJCCDD_11305,MLAAMA_15805,OHBKOH_11375,CMGKAF_12950,BMJMLA_11290,OMOEPE_07050,CODKGK_10940,CMJGGH_12430,JAPNBN_13115,GMMDCK_11585
flhA,flhA,formate hydrogenlyase transcriptional activator FlhA,36,36,1.0,1,128,,,,2079,2079,2079.0,PELDJG_02760,IDBKBP_02760,LPINFE_02760,ECBHDB_02550,DADOMI_02275,ELDHGE_02740,MDPJHN_02760,HFNKEK_02760,AIPMEA_02760,AKMJEK_02760,PAKNIB_02760,NPKKGL_02760,NCNPLN_02760,HICFFN_02540,PDGMNN_02760,LNCDGL_02760,MOCNOJ_02760,MBAGMH_02760,FCFEDA_02755,KIAGOF_02760,LGENEP_02760,BOACPM_02760,GEHLKP_02700,HGDNEH_02760,KDBOED_02755,CCFJDI_00625,OJCCDD_02275,MLAAMA_02760,OHBKOH_04890,CMGKAF_02275,BMJMLA_02275,OMOEPE_12185,CODKGK_02760,CMJGGH_02760,JAPNBN_02700,GMMDCK_02275
recG,recG,ATP-dependent DNA helicase RecG,36,36,1.0,1,127,,,,2082,2082,2082.0,PELDJG_13775,IDBKBP_14085,LPINFE_13625,ECBHDB_12130,DADOMI_12670,ELDHGE_14065,MDPJHN_15540,HFNKEK_15050,AIPMEA_13660,AKMJEK_13845,PAKNIB_13885,NPKKGL_14075,NCNPLN_16475,HICFFN_08830,PDGMNN_14080,LNCDGL_13855,MOCNOJ_14890,MBAGMH_19690,FCFEDA_14355,KIAGOF_14085,LGENEP_14270,BOACPM_12780,GEHLKP_14560,HGDNEH_15720,KDBOED_15185,CCFJDI_14405,OJCCDD_13635,MLAAMA_17250,OHBKOH_13825,CMGKAF_16535,BMJMLA_13780,OMOEPE_23425,CODKGK_13415,CMJGGH_14870,JAPNBN_14565,GMMDCK_15190
foxA,foxA,ferrioxamine B receptor FoxA,36,36,1.0,1,126,,,,2091,2091,2091.0,PELDJG_12090,IDBKBP_09170,LPINFE_08115,ECBHDB_06840,DADOMI_09975,ELDHGE_09150,MDPJHN_09030,HFNKEK_05550,AIPMEA_08990,AKMJEK_09170,PAKNIB_08990,NPKKGL_09170,NCNPLN_10850,HICFFN_10535,PDGMNN_09175,LNCDGL_08170,MOCNOJ_08995,MBAGMH_08990,FCFEDA_10840,KIAGOF_05735,LGENEP_12610,BOACPM_08985,GEHLKP_11510,HGDNEH_05815,KDBOED_10585,CCFJDI_10335,OJCCDD_08165,MLAAMA_09220,OHBKOH_09480,CMGKAF_08540,BMJMLA_10910,OMOEPE_04795,CODKGK_10760,CMJGGH_09220,JAPNBN_10505,GMMDCK_09915
yjbH,yjbH,YjbH domain-containing protein,36,36,1.0,1,125,,,,2097,2097,2097.0,PELDJG_21015,IDBKBP_16390,LPINFE_22130,ECBHDB_19010,DADOMI_20005,ELDHGE_17340,MDPJHN_14125,HFNKEK_17355,AIPMEA_16935,AKMJEK_17120,PAKNIB_17155,NPKKGL_17345,NCNPLN_15320,HICFFN_17625,PDGMNN_18120,LNCDGL_17890,MOCNOJ_17200,MBAGMH_16125,FCFEDA_17625,KIAGOF_17355,LGENEP_16535,BOACPM_18020,GEHLKP_16875,HGDNEH_16375,KDBOED_17470,CCFJDI_21170,OJCCDD_15920,MLAAMA_17905,OHBKOH_16110,CMGKAF_16095,BMJMLA_16055,OMOEPE_17440,CODKGK_15695,CMJGGH_17195,JAPNBN_16850,GMMDCK_14745
mHYT,mHYT,MHYT domain NO-binding membrane sensor,36,36,1.0,1,124,,,,2100,2100,2100.0,PELDJG_00040,IDBKBP_00040,LPINFE_00040,ECBHDB_22465,DADOMI_21035,ELDHGE_00025,MDPJHN_00040,HFNKEK_00040,AIPMEA_00040,AKMJEK_00040,PAKNIB_00040,NPKKGL_00040,NCNPLN_00040,HICFFN_22150,PDGMNN_00040,LNCDGL_00040,MOCNOJ_00040,MBAGMH_00040,FCFEDA_00040,KIAGOF_00040,LGENEP_00040,BOACPM_00040,GEHLKP_23825,HGDNEH_00040,KDBOED_00035,CCFJDI_21675,OJCCDD_20685,MLAAMA_00040,OHBKOH_20300,CMGKAF_21030,BMJMLA_20205,OMOEPE_23895,CODKGK_00040,CMJGGH_00040,JAPNBN_23920,GMMDCK_20830
cstA,cstA,pyruvate/proton symporter CstA,36,36,1.0,1,123,,,,2106,2106,2106.0,PELDJG_08245,IDBKBP_13515,LPINFE_07090,ECBHDB_08265,DADOMI_08840,ELDHGE_13495,MDPJHN_12010,HFNKEK_04295,AIPMEA_13105,AKMJEK_13290,PAKNIB_13330,NPKKGL_13520,NCNPLN_13825,HICFFN_14645,PDGMNN_13525,LNCDGL_12285,MOCNOJ_13355,MBAGMH_13135,FCFEDA_13800,KIAGOF_04480,LGENEP_11400,BOACPM_16000,GEHLKP_12935,HGDNEH_04470,KDBOED_13560,CCFJDI_11765,OJCCDD_11130,MLAAMA_14195,OHBKOH_11140,CMGKAF_12775,BMJMLA_10080,OMOEPE_01420,CODKGK_08195,CMJGGH_12200,JAPNBN_11935,GMMDCK_11350
rlmL,rlmL,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL,36,36,1.0,1,122,,,,2109,2109,2109.0,PELDJG_14380,IDBKBP_14710,LPINFE_14605,ECBHDB_13535,DADOMI_14085,ELDHGE_15655,MDPJHN_16140,HFNKEK_15675,AIPMEA_15250,AKMJEK_15435,PAKNIB_15475,NPKKGL_15665,NCNPLN_17075,HICFFN_15940,PDGMNN_15670,LNCDGL_15440,MOCNOJ_15515,MBAGMH_14440,FCFEDA_15940,KIAGOF_15675,LGENEP_15615,BOACPM_16340,GEHLKP_15185,HGDNEH_11145,KDBOED_15785,CCFJDI_15005,OJCCDD_14235,MLAAMA_10560,OHBKOH_14425,CMGKAF_17130,BMJMLA_14375,OMOEPE_20710,CODKGK_14010,CMJGGH_15510,JAPNBN_15165,GMMDCK_15835
group_17,,DUF4034 domain-containing protein,36,36,1.0,1,121,,,,2112,2112,2112.0,PELDJG_17290,IDBKBP_18245,LPINFE_17525,ECBHDB_16485,DADOMI_12295,ELDHGE_15505,MDPJHN_13255,HFNKEK_14670,AIPMEA_15100,AKMJEK_15285,PAKNIB_15325,NPKKGL_15515,NCNPLN_15140,HICFFN_15780,PDGMNN_15520,LNCDGL_15290,MOCNOJ_14510,MBAGMH_14290,FCFEDA_15790,KIAGOF_15525,LGENEP_13880,BOACPM_14855,GEHLKP_14180,HGDNEH_14345,KDBOED_14805,CCFJDI_14025,OJCCDD_12375,MLAAMA_16875,OHBKOH_12445,CMGKAF_14020,BMJMLA_12365,OMOEPE_12590,CODKGK_12015,CMJGGH_13500,JAPNBN_14185,GMMDCK_12660
spoT,spoT,bifunctional GTP diphosphokinase/guanosine-3'5'-bis pyrophosphate 3'-pyrophosphohydrolase,36,36,1.0,1,120,,,,2112,2112,2112.0,PELDJG_13785,IDBKBP_14095,LPINFE_13635,ECBHDB_12140,DADOMI_12680,ELDHGE_14075,MDPJHN_15550,HFNKEK_15060,AIPMEA_13670,AKMJEK_13855,PAKNIB_13895,NPKKGL_14085,NCNPLN_16485,HICFFN_08820,PDGMNN_14090,LNCDGL_13865,MOCNOJ_14900,MBAGMH_19680,FCFEDA_14365,KIAGOF_14095,LGENEP_14280,BOACPM_12770,GEHLKP_14570,HGDNEH_15730,KDBOED_15195,CCFJDI_14415,OJCCDD_13645,MLAAMA_17260,OHBKOH_13835,CMGKAF_16545,BMJMLA_13790,OMOEPE_23435,CODKGK_13425,CMJGGH_14880,JAPNBN_14575,GMMDCK_15200
nrdE,nrdE,class 1b ribonucleoside-diphosphate reductase subunit alpha,36,36,1.0,1,119,,,,2118,2118,2118.0,PELDJG_03035,IDBKBP_03035,LPINFE_03035,ECBHDB_02820,DADOMI_02550,ELDHGE_03015,MDPJHN_03035,HFNKEK_03035,AIPMEA_03035,AKMJEK_03035,PAKNIB_03035,NPKKGL_03035,NCNPLN_03035,HICFFN_02815,PDGMNN_03035,LNCDGL_03035,MOCNOJ_03035,MBAGMH_03035,FCFEDA_03030,KIAGOF_03035,LGENEP_03035,BOACPM_03035,GEHLKP_02975,HGDNEH_03035,KDBOED_03025,CCFJDI_00350,OJCCDD_02550,MLAAMA_03035,OHBKOH_05165,CMGKAF_02550,BMJMLA_02550,OMOEPE_11910,CODKGK_03035,CMJGGH_03035,JAPNBN_02975,GMMDCK_02550
group_16,,replication endonuclease,36,36,1.0,1,118,,,,2124,2124,2124.0,PELDJG_15425,IDBKBP_15750,LPINFE_21055,ECBHDB_14580,DADOMI_15130,ELDHGE_16695,MDPJHN_17180,HFNKEK_16715,AIPMEA_16290,AKMJEK_16475,PAKNIB_16515,NPKKGL_16705,NCNPLN_18115,HICFFN_16980,PDGMNN_16710,LNCDGL_16480,MOCNOJ_16555,MBAGMH_15480,FCFEDA_16980,KIAGOF_16715,LGENEP_15045,BOACPM_17380,GEHLKP_16235,HGDNEH_10630,KDBOED_16830,CCFJDI_19485,OJCCDD_15275,MLAAMA_10045,OHBKOH_15465,CMGKAF_18170,BMJMLA_15415,OMOEPE_02260,CODKGK_15055,CMJGGH_16555,JAPNBN_16210,GMMDCK_16875
speC,speC,Constitutive ornithine decarboxylase,36,36,1.0,1,117,,,,2136,2136,2136.0,PELDJG_01465,IDBKBP_01465,LPINFE_01465,ECBHDB_01255,DADOMI_00980,ELDHGE_01445,MDPJHN_01465,HFNKEK_01465,AIPMEA_01465,AKMJEK_01465,PAKNIB_01465,NPKKGL_01465,NCNPLN_01465,HICFFN_01245,PDGMNN_01465,LNCDGL_01465,MOCNOJ_01465,MBAGMH_01465,FCFEDA_01460,KIAGOF_01465,LGENEP_01465,BOACPM_01465,GEHLKP_01405,HGDNEH_01465,KDBOED_01460,CCFJDI_09435,OJCCDD_00980,MLAAMA_01465,OHBKOH_03595,CMGKAF_00980,BMJMLA_00980,OMOEPE_03445,CODKGK_01465,CMJGGH_01465,JAPNBN_01405,GMMDCK_00980
pta,pta,phosphate acetyltransferase,36,36,1.0,1,116,,,,2145,2145,2145.0,PELDJG_16345,IDBKBP_17305,LPINFE_15795,ECBHDB_15530,DADOMI_16820,ELDHGE_18255,MDPJHN_18095,HFNKEK_18270,AIPMEA_17850,AKMJEK_18035,PAKNIB_18070,NPKKGL_18260,NCNPLN_19030,HICFFN_18540,PDGMNN_17660,LNCDGL_17430,MOCNOJ_18115,MBAGMH_17040,FCFEDA_18540,KIAGOF_18270,LGENEP_17450,BOACPM_18940,GEHLKP_17790,HGDNEH_17290,KDBOED_18385,CCFJDI_16195,OJCCDD_16840,MLAAMA_18820,OHBKOH_17025,CMGKAF_11350,BMJMLA_16970,OMOEPE_09910,CODKGK_16610,CMJGGH_18110,JAPNBN_17765,GMMDCK_17790
dinG,dinG,ATP-dependent DNA helicase DinG,36,36,1.0,1,115,,,,2145,2145,2145.0,PELDJG_07225,IDBKBP_12490,LPINFE_06065,ECBHDB_07245,DADOMI_07820,ELDHGE_12470,MDPJHN_10990,HFNKEK_03275,AIPMEA_12080,AKMJEK_12260,PAKNIB_12305,NPKKGL_12495,NCNPLN_12800,HICFFN_13620,PDGMNN_12500,LNCDGL_11255,MOCNOJ_12325,MBAGMH_12110,FCFEDA_12775,KIAGOF_03455,LGENEP_10380,BOACPM_14975,GEHLKP_11920,HGDNEH_03450,KDBOED_12540,CCFJDI_10745,OJCCDD_10110,MLAAMA_13170,OHBKOH_10120,CMGKAF_11755,BMJMLA_09060,OMOEPE_21070,CODKGK_07170,CMJGGH_11180,JAPNBN_10915,GMMDCK_10330
fadJ,fadJ,fatty acid oxidation complex subunit alpha FadJ,36,36,1.0,1,114,,,,2148,2148,2148.0,PELDJG_16600,IDBKBP_17560,LPINFE_16050,ECBHDB_15785,DADOMI_17075,ELDHGE_18510,MDPJHN_18350,HFNKEK_18525,AIPMEA_18105,AKMJEK_18290,PAKNIB_18325,NPKKGL_18515,NCNPLN_19285,HICFFN_18795,PDGMNN_17915,LNCDGL_17685,MOCNOJ_18370,MBAGMH_17295,FCFEDA_18795,KIAGOF_18525,LGENEP_17705,BOACPM_19195,GEHLKP_18045,HGDNEH_17545,KDBOED_18640,CCFJDI_16450,OJCCDD_17095,MLAAMA_19075,OHBKOH_17280,CMGKAF_11605,BMJMLA_17225,OMOEPE_22455,CODKGK_16865,CMJGGH_18365,JAPNBN_18020,GMMDCK_18045
yccC,yccC,Uncharacterized membrane protein YccC,36,36,1.0,1,113,,,,2154,2154,2154.0,PELDJG_14435,IDBKBP_14765,LPINFE_14660,ECBHDB_13590,DADOMI_14145,ELDHGE_15710,MDPJHN_16195,HFNKEK_15730,AIPMEA_15305,AKMJEK_15490,PAKNIB_15530,NPKKGL_15720,NCNPLN_17130,HICFFN_15995,PDGMNN_15725,LNCDGL_15495,MOCNOJ_15570,MBAGMH_14495,FCFEDA_15995,KIAGOF_15730,LGENEP_15675,BOACPM_16395,GEHLKP_15250,HGDNEH_11200,KDBOED_15845,CCFJDI_15060,OJCCDD_14290,MLAAMA_10615,OHBKOH_14480,CMGKAF_17185,BMJMLA_14430,OMOEPE_20770,CODKGK_14070,CMJGGH_15570,JAPNBN_15225,GMMDCK_15890
wzc,wzc,tyrosine-protein kinase Wzc,36,36,1.0,1,112,,,,2160,2160,2160.0,PELDJG_17185,IDBKBP_18145,LPINFE_17420,ECBHDB_16380,DADOMI_12195,ELDHGE_15400,MDPJHN_13155,HFNKEK_14570,AIPMEA_14995,AKMJEK_15180,PAKNIB_15220,NPKKGL_15410,NCNPLN_15040,HICFFN_15680,PDGMNN_15415,LNCDGL_15185,MOCNOJ_14405,MBAGMH_14185,FCFEDA_15685,KIAGOF_15420,LGENEP_13775,BOACPM_14750,GEHLKP_14080,HGDNEH_14240,KDBOED_14705,CCFJDI_13925,OJCCDD_12275,MLAAMA_16775,OHBKOH_12345,CMGKAF_13920,BMJMLA_12260,OMOEPE_12485,CODKGK_11910,CMJGGH_13400,JAPNBN_14085,GMMDCK_12555
aas,aas,bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase,36,36,1.0,1,111,,,,2160,2160,2160.0,PELDJG_01995,IDBKBP_01995,LPINFE_01995,ECBHDB_01785,DADOMI_01510,ELDHGE_01975,MDPJHN_01995,HFNKEK_01995,AIPMEA_01995,AKMJEK_01995,PAKNIB_01995,NPKKGL_01995,NCNPLN_01995,HICFFN_01775,PDGMNN_01995,LNCDGL_01995,MOCNOJ_01995,MBAGMH_01995,FCFEDA_01990,KIAGOF_01995,LGENEP_01995,BOACPM_01995,GEHLKP_01935,HGDNEH_01995,KDBOED_01990,CCFJDI_01390,OJCCDD_01510,MLAAMA_01995,OHBKOH_04125,CMGKAF_01510,BMJMLA_01510,OMOEPE_05930,CODKGK_01995,CMJGGH_01995,JAPNBN_01935,GMMDCK_01510
uvrD,uvrD,DNA helicase II,36,36,1.0,1,109,,,,2163,2163,2163.0,PELDJG_18680,IDBKBP_20955,LPINFE_20065,ECBHDB_19800,DADOMI_18555,ELDHGE_20480,MDPJHN_21095,HFNKEK_20495,AIPMEA_19525,AKMJEK_20260,PAKNIB_20295,NPKKGL_20485,NCNPLN_21255,HICFFN_20210,PDGMNN_20530,LNCDGL_20295,MOCNOJ_20340,MBAGMH_20685,FCFEDA_20775,KIAGOF_20510,LGENEP_20200,BOACPM_21400,GEHLKP_21325,HGDNEH_21030,KDBOED_20060,CCFJDI_18945,OJCCDD_19935,MLAAMA_20490,OHBKOH_20520,CMGKAF_21250,BMJMLA_20425,OMOEPE_17070,CODKGK_22105,CMJGGH_21520,JAPNBN_21365,GMMDCK_21050
pnp,pnp,polyribonucleotide nucleotidyltransferase,36,36,1.0,1,108,,,,2166,2166,2166.0,PELDJG_00585,IDBKBP_00585,LPINFE_00585,ECBHDB_00370,DADOMI_00100,ELDHGE_00565,MDPJHN_00585,HFNKEK_00585,AIPMEA_00585,AKMJEK_00585,PAKNIB_00585,NPKKGL_00585,NCNPLN_00585,HICFFN_00365,PDGMNN_00585,LNCDGL_00585,MOCNOJ_00585,MBAGMH_00585,FCFEDA_00580,KIAGOF_00585,LGENEP_00585,BOACPM_00585,GEHLKP_00525,HGDNEH_00585,KDBOED_00580,CCFJDI_08555,OJCCDD_00100,MLAAMA_00585,OHBKOH_02715,CMGKAF_00100,BMJMLA_00100,OMOEPE_14855,CODKGK_00585,CMJGGH_00585,JAPNBN_00525,GMMDCK_00100
ygiQ,ygiQ,YgiQ family radical SAM protein,36,36,1.0,1,107,,,,2172,2172,2172.0,PELDJG_01170,IDBKBP_01170,LPINFE_01170,ECBHDB_00960,DADOMI_00685,ELDHGE_01150,MDPJHN_01170,HFNKEK_01170,AIPMEA_01170,AKMJEK_01170,PAKNIB_01170,NPKKGL_01170,NCNPLN_01170,HICFFN_00950,PDGMNN_01170,LNCDGL_01170,MOCNOJ_01170,MBAGMH_01170,FCFEDA_01165,KIAGOF_01170,LGENEP_01170,BOACPM_01170,GEHLKP_01110,HGDNEH_01170,KDBOED_01165,CCFJDI_09140,OJCCDD_00685,MLAAMA_01170,OHBKOH_03300,CMGKAF_00685,BMJMLA_00685,OMOEPE_03150,CODKGK_01170,CMJGGH_01170,JAPNBN_01110,GMMDCK_00685
group_14,fepA,Outer membrane receptor for ferrienterochelin and colicins,36,36,1.0,1,106,,,,2175,2175,2175.0,PELDJG_03190,IDBKBP_03190,LPINFE_03190,ECBHDB_02975,DADOMI_02705,ELDHGE_03170,MDPJHN_03190,HFNKEK_03190,AIPMEA_03190,AKMJEK_03190,PAKNIB_03190,NPKKGL_03190,NCNPLN_03190,HICFFN_02970,PDGMNN_03190,LNCDGL_03190,MOCNOJ_03190,MBAGMH_03190,FCFEDA_03185,KIAGOF_03190,LGENEP_03190,BOACPM_03190,GEHLKP_03130,HGDNEH_03190,KDBOED_03180,CCFJDI_00195,OJCCDD_02705,MLAAMA_03190,OHBKOH_05320,CMGKAF_02705,BMJMLA_02705,OMOEPE_11750,CODKGK_03190,CMJGGH_03190,JAPNBN_03130,GMMDCK_02705
sunT,sunT,ABC-type bacteriocin/lantibiotic exporters contain an N-terminal double-glycine peptidase domain,36,36,1.0,1,105,,,,2181,2181,2181.0,PELDJG_03240,IDBKBP_03240,LPINFE_23040,ECBHDB_22405,DADOMI_21365,ELDHGE_03220,MDPJHN_03240,HFNKEK_22190,AIPMEA_22190,AKMJEK_03240,PAKNIB_22125,NPKKGL_03240,NCNPLN_03240,HICFFN_03020,PDGMNN_03240,LNCDGL_03240,MOCNOJ_22660,MBAGMH_22280,FCFEDA_22595,KIAGOF_03240,LGENEP_03240,BOACPM_22880,GEHLKP_21775,HGDNEH_03240,KDBOED_22310,CCFJDI_23720,OJCCDD_02755,MLAAMA_03240,OHBKOH_22280,CMGKAF_23035,BMJMLA_02755,OMOEPE_18420,CODKGK_03450,CMJGGH_03240,JAPNBN_21815,GMMDCK_02755
fadB,fadB,fatty acid oxidation complex subunit alpha FadB,36,36,1.0,1,104,,,,2190,2190,2190.0,PELDJG_18520,IDBKBP_20795,LPINFE_19905,ECBHDB_19640,DADOMI_18395,ELDHGE_20320,MDPJHN_20935,HFNKEK_20335,AIPMEA_19365,AKMJEK_20100,PAKNIB_20135,NPKKGL_20325,NCNPLN_21095,HICFFN_20050,PDGMNN_20370,LNCDGL_20135,MOCNOJ_20180,MBAGMH_20525,FCFEDA_20615,KIAGOF_20350,LGENEP_20040,BOACPM_21240,GEHLKP_23000,HGDNEH_20870,KDBOED_19900,CCFJDI_18775,OJCCDD_19775,MLAAMA_20330,OHBKOH_20360,CMGKAF_21090,BMJMLA_20265,OMOEPE_16910,CODKGK_23280,CMJGGH_21360,JAPNBN_23075,GMMDCK_20890
zntA,zntA,Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA,36,36,1.0,1,103,,,,2199,2199,2199.0,PELDJG_19420,IDBKBP_21295,LPINFE_14470,ECBHDB_20140,DADOMI_18895,ELDHGE_20820,MDPJHN_21435,HFNKEK_20835,AIPMEA_20255,AKMJEK_20605,PAKNIB_20640,NPKKGL_20825,NCNPLN_21600,HICFFN_07985,PDGMNN_20870,LNCDGL_20635,MOCNOJ_20680,MBAGMH_21025,FCFEDA_21115,KIAGOF_20850,LGENEP_20545,BOACPM_21740,GEHLKP_20385,HGDNEH_21370,KDBOED_20795,CCFJDI_19745,OJCCDD_20750,MLAAMA_21220,OHBKOH_20860,CMGKAF_21595,BMJMLA_20765,OMOEPE_19585,CODKGK_20700,CMJGGH_21860,JAPNBN_20365,GMMDCK_21390
speF,speF,ornithine decarboxylase SpeF,36,36,1.0,1,102,,,,2199,2199,2199.0,PELDJG_07765,IDBKBP_13035,LPINFE_06605,ECBHDB_07785,DADOMI_08360,ELDHGE_13015,MDPJHN_11530,HFNKEK_03815,AIPMEA_12625,AKMJEK_12805,PAKNIB_12850,NPKKGL_13040,NCNPLN_13345,HICFFN_14165,PDGMNN_13045,LNCDGL_11800,MOCNOJ_12870,MBAGMH_12655,FCFEDA_13320,KIAGOF_04000,LGENEP_10920,BOACPM_15520,GEHLKP_12460,HGDNEH_03990,KDBOED_13080,CCFJDI_11285,OJCCDD_10650,MLAAMA_13710,OHBKOH_10660,CMGKAF_12295,BMJMLA_09600,OMOEPE_08070,CODKGK_07710,CMJGGH_11720,JAPNBN_11455,GMMDCK_10870
ybiO,ybiO,mechanosensitive channel protein,36,36,1.0,1,101,,,,2223,2223,2223.0,PELDJG_07200,IDBKBP_12465,LPINFE_06040,ECBHDB_07220,DADOMI_07795,ELDHGE_12445,MDPJHN_10965,HFNKEK_03250,AIPMEA_12055,AKMJEK_12235,PAKNIB_12280,NPKKGL_12470,NCNPLN_12775,HICFFN_13595,PDGMNN_12475,LNCDGL_11230,MOCNOJ_12300,MBAGMH_12085,FCFEDA_12750,KIAGOF_03430,LGENEP_10355,BOACPM_14950,GEHLKP_11895,HGDNEH_03425,KDBOED_12515,CCFJDI_10720,OJCCDD_10085,MLAAMA_13145,OHBKOH_10095,CMGKAF_11730,BMJMLA_09035,OMOEPE_21095,CODKGK_07145,CMJGGH_11155,JAPNBN_10890,GMMDCK_10305
hypF,hypF,carbamoyltransferase HypF,36,36,1.0,1,100,,,,2241,2241,2241.0,PELDJG_02845,IDBKBP_02845,LPINFE_02845,ECBHDB_02635,DADOMI_02360,ELDHGE_02825,MDPJHN_02845,HFNKEK_02845,AIPMEA_02845,AKMJEK_02845,PAKNIB_02845,NPKKGL_02845,NCNPLN_02845,HICFFN_02625,PDGMNN_02845,LNCDGL_02845,MOCNOJ_02845,MBAGMH_02845,FCFEDA_02840,KIAGOF_02845,LGENEP_02845,BOACPM_02845,GEHLKP_02785,HGDNEH_02845,KDBOED_02840,CCFJDI_00540,OJCCDD_02360,MLAAMA_02845,OHBKOH_04975,CMGKAF_02360,BMJMLA_02360,OMOEPE_12100,CODKGK_02845,CMJGGH_02845,JAPNBN_02785,GMMDCK_02360
ptsP,ptsP,phosphoenolpyruvate--protein phosphotransferase,36,36,1.0,1,99,,,,2247,2247,2247.0,PELDJG_02030,IDBKBP_02030,LPINFE_02030,ECBHDB_01820,DADOMI_01545,ELDHGE_02010,MDPJHN_02030,HFNKEK_02030,AIPMEA_02030,AKMJEK_02030,PAKNIB_02030,NPKKGL_02030,NCNPLN_02030,HICFFN_01810,PDGMNN_02030,LNCDGL_02030,MOCNOJ_02030,MBAGMH_02030,FCFEDA_02025,KIAGOF_02030,LGENEP_02030,BOACPM_02030,GEHLKP_01970,HGDNEH_02030,KDBOED_02025,CCFJDI_01355,OJCCDD_01545,MLAAMA_02030,OHBKOH_04160,CMGKAF_01545,BMJMLA_01545,OMOEPE_05895,CODKGK_02030,CMJGGH_02030,JAPNBN_01970,GMMDCK_01545
